"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jan 16 10:30:26 CST 2026","Fri Jan 16 10:30:28 CST 2026","1623","script.v1_6_2","test_notify_push","","","","测试通知type为-1","
    发送语音消息
    "
"passed","Fri Jan 16 10:30:02 CST 2026","Fri Jan 16 10:30:04 CST 2026","1688","script.v1_6_2","test_notify_push","","","","发送通知消息-私聊","
    在发送消息
    "
"passed","Fri Jan 16 10:30:16 CST 2026","Fri Jan 16 10:30:18 CST 2026","1603","script.v1_6_2","test_notify_push","","","","测试通知消息为自定义","
    发送语音消息
    "
"passed","Fri Jan 16 10:30:49 CST 2026","Fri Jan 16 10:30:49 CST 2026","328","script.v1_6_2","test_notify_push","","","","标记频道消息已读位置成功","
    标记频道消息已读位置
    "
"passed","Fri Jan 16 10:30:26 CST 2026","Fri Jan 16 10:30:26 CST 2026","280","script.v1_6_2","test_notify_push","","","","测试通知type为None","
    发送语音消息
    "
"passed","Fri Jan 16 10:30:18 CST 2026","Fri Jan 16 10:30:19 CST 2026","1392","script.v1_6_2","test_notify_push","","","","测试通知消息为表情","
    发送语音消息
    "
"passed","Fri Jan 16 10:30:35 CST 2026","Fri Jan 16 10:30:38 CST 2026","3343","script.v1_6_2","test_notify_push","","","","拉取会话消息-私聊","
    测试拉取会话
    "
"passed","Fri Jan 16 10:30:09 CST 2026","Fri Jan 16 10:30:12 CST 2026","3001","script.v1_6_2","test_notify_push","","","","测试通知消息为语音","
    发送语音消息
    "
"passed","Fri Jan 16 10:30:46 CST 2026","Fri Jan 16 10:30:49 CST 2026","3170","script.v1_6_2","test_notify_push","","","","批量翻译成功","
    批量翻译接口
    "
"passed","Fri Jan 16 10:30:19 CST 2026","Fri Jan 16 10:30:21 CST 2026","1323","script.v1_6_2","test_notify_push","","","","测试通知消息为错误","
    发送语音消息
    "
"passed","Fri Jan 16 10:30:26 CST 2026","Fri Jan 16 10:30:26 CST 2026","281","script.v1_6_2","test_notify_push","","","","测试通知type为类型错误","
    发送语音消息
    "
"passed","Fri Jan 16 10:30:42 CST 2026","Fri Jan 16 10:30:46 CST 2026","3772","script.v1_6_2","test_notify_push","","","","拉取会话消息-世界群","
    测试拉取会话
    "
"passed","Fri Jan 16 10:30:07 CST 2026","Fri Jan 16 10:30:09 CST 2026","1596","script.v1_6_2","test_notify_push","","","","测试通知消息为文本","
    发送语音消息
    "
"passed","Fri Jan 16 10:30:00 CST 2026","Fri Jan 16 10:30:02 CST 2026","2093","script.v1_6_2","test_notify_push","","","","发送通知消息-联盟群","
    在发送消息
    "
"passed","Fri Jan 16 10:30:32 CST 2026","Fri Jan 16 10:30:35 CST 2026","3385","script.v1_6_2","test_notify_push","","","","拉取会话消息-游戏群","
    拉取会话消息
    "
"passed","Fri Jan 16 10:30:12 CST 2026","Fri Jan 16 10:30:13 CST 2026","1623","script.v1_6_2","test_notify_push","","","","测试通知消息为图片","
    发送语音消息
    "
"passed","Fri Jan 16 10:30:05 CST 2026","Fri Jan 16 10:30:07 CST 2026","1611","script.v1_6_2","test_notify_push","","","","发送通知消息-自建群","
    在发送消息
    "
"passed","Fri Jan 16 10:30:29 CST 2026","Fri Jan 16 10:30:32 CST 2026","2291","script.v1_6_2","test_notify_push","","","","获取频道列表-语音消息校验","
    获取频道列表成功
    "
"passed","Fri Jan 16 10:30:28 CST 2026","Fri Jan 16 10:30:29 CST 2026","1612","script.v1_6_2","test_notify_push","","","","发送通知消息-语音","
    在发送消息
    "
"passed","Fri Jan 16 10:30:22 CST 2026","Fri Jan 16 10:30:24 CST 2026","1637","script.v1_6_2","test_notify_push","","","","测试通知type为0","
    发送语音消息
    "
"passed","Fri Jan 16 10:30:21 CST 2026","Fri Jan 16 10:30:22 CST 2026","1624","script.v1_6_2","test_notify_push","","","","测试通知type为100","
    发送语音消息
    "
"passed","Fri Jan 16 10:30:13 CST 2026","Fri Jan 16 10:30:15 CST 2026","1607","script.v1_6_2","test_notify_push","","","","测试通知消息为富文本","
    发送语音消息
    "
"passed","Fri Jan 16 10:30:24 CST 2026","Fri Jan 16 10:30:26 CST 2026","1639","script.v1_6_2","test_notify_push","","","","测试通知type为11","
    发送语音消息
    "
"passed","Fri Jan 16 10:30:38 CST 2026","Fri Jan 16 10:30:42 CST 2026","3355","script.v1_6_2","test_notify_push","","","","拉取会话消息-自建群","
    测试拉取会话
    "
"passed","Fri Jan 16 10:30:15 CST 2026","Fri Jan 16 10:30:16 CST 2026","1334","script.v1_6_2","test_notify_push","","","","测试通知消息为系统消息","
    发送语音消息
    "
"passed","Fri Jan 16 10:30:04 CST 2026","Fri Jan 16 10:30:05 CST 2026","1611","script.v1_6_2","test_notify_push","","","","发送通知消息-世界群","
    在发送消息
    "
