"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jan 16 10:18:08 CST 2026","Fri Jan 16 10:18:08 CST 2026","120","script.v1_0_0","test_1_login","","","","测试 env 为 None 的情况","
    异常参数测试
    "
"passed","Fri Jan 16 10:18:19 CST 2026","Fri Jan 16 10:18:19 CST 2026","118","script.v1_0_0","test_1_login","","","","测试appuid为空的情况的情况","
    异常参数测试
    "
"passed","Fri Jan 16 10:18:18 CST 2026","Fri Jan 16 10:18:18 CST 2026","167","script.v1_0_0","test_1_login","","","","测试appid为正常的情况","
    异常参数测试
    "
"passed","Fri Jan 16 10:18:10 CST 2026","Fri Jan 16 10:18:10 CST 2026","134","script.v1_0_0","test_1_login","","","","测试 open_id 为 None 的情况","
    异常参数测试
    "
"passed","Fri Jan 16 10:18:08 CST 2026","Fri Jan 16 10:18:08 CST 2026","143","script.v1_0_0","test_1_login","","","","测试 env 为空字符串的情况","
    异常参数测试
    "
"passed","Fri Jan 16 10:18:21 CST 2026","Fri Jan 16 10:18:22 CST 2026","171","script.v1_0_0","test_1_login","","","","测试api_version为str的情况","
    异常参数测试
    "
"passed","Fri Jan 16 10:18:16 CST 2026","Fri Jan 16 10:18:16 CST 2026","113","script.v1_0_0","test_1_login","","","","测试 device_model 为 None 的情况","
    异常参数测试
    "
"passed","Fri Jan 16 10:18:12 CST 2026","Fri Jan 16 10:18:12 CST 2026","170","script.v1_0_0","test_1_login","","","","测试 os 为2时无idfa的值情况","
    异常参数测试
    "
"passed","Fri Jan 16 10:18:10 CST 2026","Fri Jan 16 10:18:10 CST 2026","171","script.v1_0_0","test_1_login","","","","测试 svr_region 为 'global' 的情况","
    异常参数测试
    "
"passed","Fri Jan 16 10:18:19 CST 2026","Fri Jan 16 10:18:19 CST 2026","125","script.v1_0_0","test_1_login","","","","测试appuid为str的情况","
    异常参数测试
    "
"passed","Fri Jan 16 10:18:19 CST 2026","Fri Jan 16 10:18:19 CST 2026","172","script.v1_0_0","test_1_login","","","","测试appuid为错误的情况，预期测试暂不校验","
    异常参数测试
    "
"passed","Fri Jan 16 10:18:22 CST 2026","Fri Jan 16 10:18:23 CST 2026","154","script.v1_0_0","test_1_login","","","","测试登录接口连续登录","
    登录多个账号
    "
"passed","Fri Jan 16 10:18:05 CST 2026","Fri Jan 16 10:18:05 CST 2026","178","script.v1_0_0","test_1_login","","","","测试 uid 为正常的情况的情况","
    异常参数测试
    "
"passed","Fri Jan 16 10:18:14 CST 2026","Fri Jan 16 10:18:15 CST 2026","180","script.v1_0_0","test_1_login","","","","测试 windows_id 为空字符串的情况","
    异常参数测试
    "
"passed","Fri Jan 16 10:18:20 CST 2026","Fri Jan 16 10:18:20 CST 2026","173","script.v1_0_0","test_1_login","","","","测试port为正常的情况","
    异常参数测试
    "
"passed","Fri Jan 16 10:18:21 CST 2026","Fri Jan 16 10:18:21 CST 2026","174","script.v1_0_0","test_1_login","","","","测试api_version为空的情况的情况","
    异常参数测试
    "
"passed","Fri Jan 16 10:18:15 CST 2026","Fri Jan 16 10:18:15 CST 2026","164","script.v1_0_0","test_1_login","","","","测试 windows_id 为 'invalid_windows_id' 的情况","
    异常参数测试
    "
"passed","Fri Jan 16 10:18:14 CST 2026","Fri Jan 16 10:18:14 CST 2026","172","script.v1_0_0","test_1_login","","","","测试 android_id 为空字符串的情况","
    异常参数测试
    "
"passed","Fri Jan 16 10:18:20 CST 2026","Fri Jan 16 10:18:20 CST 2026","172","script.v1_0_0","test_1_login","","","","测试server_id为空的情况的情况","
    异常参数测试
    "
"passed","Fri Jan 16 10:18:06 CST 2026","Fri Jan 16 10:18:06 CST 2026","121","script.v1_0_0","test_1_login","","","","测试 uid 为 111111111111111111111111111的情况","
    异常参数测试
    "
"passed","Fri Jan 16 10:18:09 CST 2026","Fri Jan 16 10:18:09 CST 2026","177","script.v1_0_0","test_1_login","","","","测试 game_id 为 999999999999 的情况","
    异常参数测试
    "
"passed","Fri Jan 16 10:18:11 CST 2026","Fri Jan 16 10:18:11 CST 2026","120","script.v1_0_0","test_1_login","","","","测试 ip 为 int 的情况","
    异常参数测试
    "
"passed","Fri Jan 16 10:18:08 CST 2026","Fri Jan 16 10:18:08 CST 2026","165","script.v1_0_0","test_1_login","","","","测试 game_id 为 -1 的情况","
    异常参数测试
    "
