"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jan 16 14:52:07 CST 2026","Fri Jan 16 14:52:07 CST 2026","162","script.v1_0_0","test_1_login","","","","测试api_version为str的情况","
    异常参数测试
    "
"passed","Fri Jan 16 14:51:56 CST 2026","Fri Jan 16 14:51:56 CST 2026","123","script.v1_0_0","test_1_login","","","","测试 ip 为 None 的情况","
    异常参数测试
    "
"passed","Fri Jan 16 14:52:04 CST 2026","Fri Jan 16 14:52:04 CST 2026","177","script.v1_0_0","test_1_login","","","","重复的 uid","
    异常参数测试
    "
"passed","Fri Jan 16 14:51:54 CST 2026","Fri Jan 16 14:51:54 CST 2026","166","script.v1_0_0","test_1_login","","","","测试 game_id 为 -1 的情况","
    异常参数测试
    "
"passed","Fri Jan 16 14:52:00 CST 2026","Fri Jan 16 14:52:00 CST 2026","181","script.v1_0_0","test_1_login","","","","测试 windows_id 为空字符串的情况","
    异常参数测试
    "
"passed","Fri Jan 16 14:51:53 CST 2026","Fri Jan 16 14:51:53 CST 2026","134","script.v1_0_0","test_1_login","","","","测试 lang 为空字符串的情况","
    异常参数测试
    "
"passed","Fri Jan 16 14:51:51 CST 2026","Fri Jan 16 14:51:51 CST 2026","141","script.v1_0_0","test_1_login","","","","测试 uid 为不存在的账号的情况","
    异常参数测试
    "
"passed","Fri Jan 16 14:52:00 CST 2026","Fri Jan 16 14:52:00 CST 2026","174","script.v1_0_0","test_1_login","","","","测试 android_id 为 'invalid_android_id' 的情况","
    异常参数测试
    "
"passed","Fri Jan 16 14:52:02 CST 2026","Fri Jan 16 14:52:02 CST 2026","167","script.v1_0_0","test_1_login","","","","测试 AppVersion 为 'invalid_version' 的情况","
    异常参数测试
    "
"passed","Fri Jan 16 14:52:00 CST 2026","Fri Jan 16 14:52:00 CST 2026","174","script.v1_0_0","test_1_login","","","","测试 android_id 为空字符串的情况","
    异常参数测试
    "
"passed","Fri Jan 16 14:51:52 CST 2026","Fri Jan 16 14:51:52 CST 2026","123","script.v1_0_0","test_1_login","","","","测试 im_token 为 None 的情况","
    异常参数测试
    "
"passed","Fri Jan 16 14:52:04 CST 2026","Fri Jan 16 14:52:04 CST 2026","179","script.v1_0_0","test_1_login","","","","测试appid为错误的情况，预期测试暂不校验","
    异常参数测试
    "
"passed","Fri Jan 16 14:51:58 CST 2026","Fri Jan 16 14:51:58 CST 2026","178","script.v1_0_0","test_1_login","","","","测试 os 为2时无idfa的值情况","
    异常参数测试
    "
"passed","Fri Jan 16 14:52:03 CST 2026","Fri Jan 16 14:52:03 CST 2026","185","script.v1_0_0","test_1_login","","","","测试 app_id 为空字符串的情况","
    异常参数测试
    "
"passed","Fri Jan 16 14:52:06 CST 2026","Fri Jan 16 14:52:07 CST 2026","131","script.v1_0_0","test_1_login","","","","测试port为str的情况","
    异常参数测试
    "
"passed","Fri Jan 16 14:52:05 CST 2026","Fri Jan 16 14:52:05 CST 2026","118","script.v1_0_0","test_1_login","","","","测试appuid为空的情况的情况","
    异常参数测试
    "
"passed","Fri Jan 16 14:51:52 CST 2026","Fri Jan 16 14:51:52 CST 2026","120","script.v1_0_0","test_1_login","","","","测试 uid 为 111111111111111111111111111的情况","
    异常参数测试
    "
"passed","Fri Jan 16 14:52:04 CST 2026","Fri Jan 16 14:52:05 CST 2026","130","script.v1_0_0","test_1_login","","","","测试appid为str的情况","
    异常参数测试
    "
"passed","Fri Jan 16 14:51:48 CST 2026","Fri Jan 16 14:51:51 CST 2026","2365","script.v1_0_0","test_1_login","","","","正常登录成功","
    正常登录接口
    "
"passed","Fri Jan 16 14:52:04 CST 2026","Fri Jan 16 14:52:04 CST 2026","118","script.v1_0_0","test_1_login","","","","测试appid为空的情况的情况","
    异常参数测试
    "
"passed","Fri Jan 16 14:51:53 CST 2026","Fri Jan 16 14:51:53 CST 2026","116","script.v1_0_0","test_1_login","","","","测试 lang 为int的情况","
    异常参数测试
    "
"passed","Fri Jan 16 14:51:58 CST 2026","Fri Jan 16 14:51:58 CST 2026","117","script.v1_0_0","test_1_login","","","","测试 idfa 为 None 的情况","
    异常参数测试
    "
"passed","Fri Jan 16 14:51:52 CST 2026","Fri Jan 16 14:51:52 CST 2026","179","script.v1_0_0","test_1_login","","","","测试 im_token 为 'invalid_token' 的情况","
    异常参数测试
    "
"passed","Fri Jan 16 14:51:59 CST 2026","Fri Jan 16 14:51:59 CST 2026","171","script.v1_0_0","test_1_login","","","","测试 google_aid 为空字符串的情况","
    异常参数测试
    "
"passed","Fri Jan 16 14:52:08 CST 2026","Fri Jan 16 14:52:08 CST 2026","184","script.v1_0_0","test_1_login","","","","测试登录接口连续登录","
    登录多个账号
    "
"passed","Fri Jan 16 14:51:58 CST 2026","Fri Jan 16 14:51:58 CST 2026","179","script.v1_0_0","test_1_login","","","","测试 os 为2时的情况","
    异常参数测试
    "
"passed","Fri Jan 16 14:52:06 CST 2026","Fri Jan 16 14:52:06 CST 2026","176","script.v1_0_0","test_1_login","","","","测试port为错误的情况，预期测试暂不校验","
    异常参数测试
    "
"passed","Fri Jan 16 14:51:56 CST 2026","Fri Jan 16 14:51:57 CST 2026","129","script.v1_0_0","test_1_login","","","","测试 ip 为空字符串的情况","
    异常参数测试
    "
"passed","Fri Jan 16 14:52:01 CST 2026","Fri Jan 16 14:52:01 CST 2026","112","script.v1_0_0","test_1_login","","","","测试 package_name 为 None 的情况","
    异常参数测试
    "
"passed","Fri Jan 16 14:52:07 CST 2026","Fri Jan 16 14:52:07 CST 2026","169","script.v1_0_0","test_1_login","","","","测试api_version为空的情况的情况","
    异常参数测试
    "
"passed","Fri Jan 16 14:51:55 CST 2026","Fri Jan 16 14:51:55 CST 2026","162","script.v1_0_0","test_1_login","","","","测试 svr_region 为 None 的情况","
    异常参数测试
    "
"passed","Fri Jan 16 14:52:02 CST 2026","Fri Jan 16 14:52:02 CST 2026","173","script.v1_0_0","test_1_login","","","","测试 AppVersion 为空字符串的情况","
    异常参数测试
    "
"passed","Fri Jan 16 14:52:01 CST 2026","Fri Jan 16 14:52:01 CST 2026","165","script.v1_0_0","test_1_login","","","","测试 OsVersion 为空字符串的情况","
    异常参数测试
    "
"passed","Fri Jan 16 14:51:51 CST 2026","Fri Jan 16 14:51:51 CST 2026","120","script.v1_0_0","test_1_login","","","","测试 uid 为空字符串的情况","
    异常参数测试
    "
"passed","Fri Jan 16 14:52:06 CST 2026","Fri Jan 16 14:52:06 CST 2026","176","script.v1_0_0","test_1_login","","","","测试server_id为空的情况的情况","
    异常参数测试
    "
"passed","Fri Jan 16 14:51:56 CST 2026","Fri Jan 16 14:51:56 CST 2026","135","script.v1_0_0","test_1_login","","","","测试 open_id 为空字符串的情况","
    异常参数测试
    "
"passed","Fri Jan 16 14:51:56 CST 2026","Fri Jan 16 14:51:56 CST 2026","123","script.v1_0_0","test_1_login","","","","测试 open_id 为 124 的情况","
    异常参数测试
    "
"passed","Fri Jan 16 14:51:56 CST 2026","Fri Jan 16 14:51:56 CST 2026","175","script.v1_0_0","test_1_login","","","","测试 open_id 为 '124124 '的情况","
    异常参数测试
    "
"passed","Fri Jan 16 14:51:57 CST 2026","Fri Jan 16 14:51:57 CST 2026","159","script.v1_0_0","test_1_login","","","","测试 os 为 -1 的情况","
    异常参数测试
    "
"passed","Fri Jan 16 14:52:03 CST 2026","Fri Jan 16 14:52:03 CST 2026","175","script.v1_0_0","test_1_login","","","","测试 app_id 为 'invalid_app_id' 的情况","
    异常参数测试
    "
"passed","Fri Jan 16 14:51:54 CST 2026","Fri Jan 16 14:51:54 CST 2026","175","script.v1_0_0","test_1_login","","","","测试 game_id 为 None 的情况","
    异常参数测试
    "
"passed","Fri Jan 16 14:52:05 CST 2026","Fri Jan 16 14:52:05 CST 2026","173","script.v1_0_0","test_1_login","","","","测试appuid为错误的情况，预期测试暂不校验","
    异常参数测试
    "
